x1,x2,x3,x4,x5
142.1406120377121,121.59513056349617,105.22117756617772,6495.96617616929,1833.0
117.4175393976328,109.01346421890729,117.03623142545021,2462.7531560692205,1870.0
136.14042021368505,150.50123642406183,155.09034739894867,1371.8168326318826,1975.0
128.7634391911433,134.31079380731103,164.39607524164444,7477.470462659672,2034.0
126.2505705238236,151.83230322153395,162.33667772850265,6402.4460759192225,2101.0
119.54586773154634,115.10353537140989,160.4235119752791,4053.0195294177242,2148.0
160.92671530812513,143.8764694314826,120.8162395815288,4134.792024062786,2149.0
156.98188446377756,106.0015655152263,125.98163876709657,8657.807608912844,2157.0
113.94165762772495,156.02976493783564,134.97585942840297,6556.855594199721,2232.0
143.9693599211855,150.17745391102818,144.2493896155504,5963.476636628977,2282.0
141.9280090195265,154.98424837082393,136.65936535188618,2432.4965690963086,2351.0
110.25711310055743,130.78833861244166,145.4607256367949,4545.2502757290795,2376.0
147.10165270816327,141.4276953718867,119.84135513033542,9511.846914140559,2385.0
127.04809052101476,122.07822055585193,121.79518599433544,5690.596253971262,2415.0
126.44434418504642,144.32388898157438,109.10710083878367,2930.7529447285306,2447.0
106.00999316065975,154.43095934410678,160.34868344502996,2666.4992065280503,2460.0
133.6440760104604,152.05849176490267,156.40808965861657,4861.543993459625,2531.0
127.28829812089343,162.40195886314874,123.34635126882864,4133.17182983033,2553.0
155.4571367101153,133.49674016446062,105.34569350940725,1036.0231770572814,2571.0
159.10636575487655,126.38903782682291,141.64463362158023,117.11433216012756,2652.0
142.6121359133846,109.1914358908594,160.12676745106475,9048.954820862074,2669.0
137.3514740731873,135.50961200135345,112.72011141400985,2979.3356247178394,2683.0
119.61958558319598,121.72692837911094,135.6750908990344,152.8434414127311,2783.0
140.64583202399797,117.57077831748751,134.47854477490108,3024.0142067332185,2789.0
156.31403456444576,144.58098620455436,126.69033030277015,8527.095774566,2793.0
121.88144217676081,156.5774554187708,129.4228737106523,4002.8872782884328,2804.0
108.8415387979765,157.15177721573025,152.43172799523603,4323.43777972196,2997.0
130.50866122135756,111.87043588506475,127.84739811533863,6700.625988501102,3079.0
148.17501806070658,159.01449121683578,137.78263241622335,8361.796308270343,3226.0
143.29111768738403,115.71518383275233,164.23627793327626,8139.466256083337,3255.0
157.1690503125779,119.25814779878476,111.66957237256996,7811.503858535201,3260.0
134.13126765318682,122.54866443765229,160.74670476746851,5458.4098385983825,3331.0
119.43104756630238,118.17554217221482,136.5680054545388,9791.992243210616,3355.0
137.30765925393635,148.34004172258835,114.30027511334823,8511.412780817174,3369.0
146.67119145025165,163.3596731923431,136.05098600717542,1163.094653246509,3381.0
125.581416620442,130.5738377630072,160.24069451841407,7606.233885703931,3472.0
155.17855614579648,162.9777824974394,138.1938007616874,4348.782267454625,3608.0
135.96480870423176,159.45027119542823,145.06306322856474,9595.830399646096,3677.0
143.35276764125598,113.203717647026,118.00087758327481,942.8238491897766,3688.0
138.48454786412995,135.4543255814464,164.5498929780703,8683.825858117303,3741.0
158.31461717687256,153.55301491090034,155.98304596581565,6447.268421353756,3753.0
153.581856476572,156.6913243295735,142.31894436840588,3893.978875313251,3757.0
123.01513637511681,152.33726517533307,158.1301354768784,9525.407656635678,3807.0
152.69878001190654,155.07547993855144,153.05238803768876,1983.178391317575,3840.0
134.14158000558936,148.42187359251486,114.65073412311759,6698.753623285147,3895.0
141.253442647319,156.6709553755895,130.0457288702093,8349.825226511122,3914.0
106.5289356759022,151.0578894410692,105.28435095464356,3640.5237160613833,4020.0
129.63642982458717,135.3889067111441,135.2760781697412,6423.487698758641,4038.0
150.1217968061759,158.77340653443295,107.40358651614345,4369.447550936711,4079.0
162.49233580191856,135.38808975954552,132.6574400804467,9212.332637339929,4088.0
146.58763141938806,158.24126579628447,156.64420032815823,3948.691123097213,4103.0
133.8529913023085,110.71803860834626,149.66182639659974,288.7984684816791,4155.0
148.63413746256896,124.49838960278244,142.22635071975142,2009.7807743512474,4308.0
147.10805991607043,108.07760249697388,138.6347454420572,1997.6641375506476,4341.0
113.23185887017092,154.44739050714836,115.70643698738677,7597.898779789562,4357.0
159.40037209526363,140.23736599344352,146.89347502330537,1471.4659406910357,4365.0
110.4876159272855,116.23688174537058,115.90410733924139,6765.373447242039,4532.0
122.95500298736606,133.97682392688665,159.16876249839189,9876.286072133924,4597.0
152.93028026084113,125.34744814304344,124.91619453416313,238.42273975119954,4709.0
162.24409334723,146.1010960753457,138.44143137039447,4897.6716357967125,4735.0
158.135087216819,107.6727452731863,135.4856453409171,2406.791486648714,4829.0
153.98563559903596,132.9711427973571,115.5449706325563,8112.06724954094,4853.0
34.56980604468487,55.97352372855353,34.09298809017021,9198.92718167225,5053.0
37.49275365322582,47.29801596808674,35.285656978621205,2161.7272499373676,5058.0
17.991121972065212,11.646136789899499,56.65111056206019,8167.9170210814755,5187.0
16.82068003241236,54.04201876138868,36.385019572779754,5443.078389156538,5317.0
44.18221843965071,15.221373492095289,15.177209631616975,3730.2054947489537,5351.0
45.385619920160224,13.092367996317712,17.65999942485896,1883.6530385314754,5384.0
43.500264340174304,56.26659891137321,48.80990407107125,449.08982116386056,5402.0
43.2268615330843,35.18942823171707,40.899891687812485,2186.2831400580108,5439.0
59.84680105393034,20.331724142461358,12.735091969384861,2644.048010656732,5522.0
47.98843716222832,25.861338483469424,49.35952119781742,3081.012599217521,5627.0
25.237809340302327,29.07616526912544,10.749262237591514,4175.749875415584,5653.0
44.441211589209985,35.15461469971742,44.653083404487596,8792.819759114038,5666.0
16.958272145692025,55.540656932834956,42.206363714244304,7432.437194022259,5669.0
55.258861955724484,53.97589800135882,52.72857005861256,8920.035153537454,5693.0
44.77062247769785,47.31982646784779,18.385716138101905,1385.7125876639343,5783.0
41.678481590895075,16.172895050989506,42.20093189142565,8110.242148992708,5950.0
35.63985838871619,23.22822262895338,12.701373985979084,2234.072180768324,5972.0
18.712874552247698,37.698002218336654,53.13022087687743,5646.232878721812,5975.0
51.61605864107128,59.08078635296423,17.789616803299865,9117.429221550567,6014.0
12.252264408091154,52.89358510318687,46.16795014801236,1479.9414337858218,6032.0
46.57232146652266,51.772364145975104,45.68325429945897,6986.498588372707,6054.0
38.40729125106385,22.446714244693688,57.79769148517366,4815.047185431076,6106.0
35.347115685520215,51.96502894893974,54.08693771480986,1975.838825803743,6108.0
47.239324419245214,48.97908055871128,28.34265598538319,2604.126434048669,6111.0
51.529890423968396,10.954209141985707,17.6143817725539,1425.275687204246,6147.0
29.283552723820375,52.73585923395796,53.18351778590146,4702.939388960194,6229.0
30.36220704104737,49.36146793150755,21.803654375996043,7796.316425246032,6314.0
34.782362578712885,51.76472070318843,50.14306292786941,2579.2161034210235,6385.0
29.987540856168106,42.63244300596932,48.48703902306653,8798.384044065417,6436.0
28.239295880426315,13.868555910312033,33.64202291184423,9126.584404956593,6494.0
43.7243496106955,27.04693423207797,58.681957254574314,1286.4217217096207,6501.0
29.759988645513225,54.86636002763711,49.020899975723026,9311.863184161932,6515.0
34.63567034356619,56.81556632896908,43.187888732239166,4777.726944170941,6727.0
46.8266022014551,48.37785746915501,13.971625253018718,1807.5878035636017,6791.0
55.19253942507759,55.54537525581275,42.46389539547851,7252.366035735899,6794.0
22.170141058963246,14.463097005607096,37.37725946288566,4062.68475743351,6857.0
38.09254964590251,44.747393702516156,38.28949845826231,2038.7467309181638,6873.0
46.56414174492016,15.108583284797525,15.711983140745168,7703.785598352364,6890.0
56.174773451415064,34.50606232644121,22.412618857783734,2752.2213833560804,6932.0
10.070722502947262,11.684122448791925,25.46472414549348,5939.825389695497,6955.0
36.554481868651735,42.892398548147824,56.2905884950577,4786.888344902423,7021.0
13.716233917195838,34.868939170805525,20.270271038078672,3064.040735534628,7183.0
18.241811117358452,43.957005963907655,20.7846643168486,9672.047878978194,7243.0
28.587936926768883,37.945879556074445,39.06557420307211,5775.626415769666,7243.0
19.126810127353856,53.14903857547695,58.498156723136724,3384.8593045727594,7291.0
21.970248051573854,47.62775108533498,47.54921533782819,6383.169941005154,7310.0
53.63874630276558,48.994452029912615,52.64679888267624,4420.494271235322,7313.0
33.18465657114326,33.771132587988006,19.599944614608788,6832.414984449881,7322.0
47.76098281370989,16.318724481518405,19.905666372080624,331.92110965016843,7376.0
23.762721688229067,31.365128059967333,39.578867408524445,868.3458579331416,7385.0
46.85237558871163,37.43572242109553,42.378842645223074,9316.0880214616,7438.0
31.64837951651962,54.9741358828314,16.939143401245257,9463.445438348213,7485.0
23.45884598689395,31.856437051496968,24.636429532243504,1217.0354837611596,7536.0
49.24607404536234,27.37602012843879,36.83773174878641,863.9333915703907,7560.0
57.987533118673106,42.260575248081416,48.92099328100733,7813.406078370884,7570.0
39.09792797531769,47.02121499177348,18.57089290395603,2564.05185992564,7611.0
48.93694361067477,12.859301930124243,56.51868883579405,319.79192745985927,7632.0
28.48454635653981,36.9044513428527,23.24982033069699,4877.089468188391,7668.0
44.11739449938372,11.277605434691425,40.25856696417735,8630.451085448589,7702.0
18.09868667781496,58.36161258994474,32.770242980667746,2642.991646300468,7756.0
47.837675130196644,55.62468379817411,34.886250659946185,567.9107013710982,7821.0
52.29745936812497,59.42604502223291,20.774181309905423,4360.945112830421,7836.0
58.16630284210877,53.886368015586086,24.589400129532166,7977.340568857365,7847.0
58.39841806967623,34.48610829051481,39.68537940038929,8353.473581870152,7876.0
35.639460973700494,20.268944994036143,47.29434239621625,8954.212452469104,7988.0
20.74734154717642,39.00172835415236,34.371103731421854,2707.102794810151,8078.0
24.508481744719575,31.450529648792237,42.36012998156863,5160.726191290985,8098.0
52.18964627014988,18.837939882172364,10.248659086822812,784.3266619430544,8108.0
14.82550971368148,57.05923538671383,27.000862133178714,473.73950199083856,8129.0
18.319682801446703,43.35234093155769,53.78416284802003,7154.3667452298,8238.0
28.42186366441932,27.994954707584593,36.409376954134125,1584.473050702918,8260.0
47.41103314312325,53.37422156162469,59.44546677858503,286.14090794806145,8282.0
27.573242494791756,38.19913620382934,56.65698479370227,9428.356433852725,8333.0
27.032216484019585,51.27002652387846,11.684367501881828,5544.42910772472,8389.0
31.1780010983589,46.006717732119284,12.98414116509344,5905.870005647088,8574.0
27.62023012221348,19.008751229585563,59.78617543064765,4708.450041974209,8641.0
45.7721330233291,29.663704351943096,16.727751806216126,162.17656250367975,8787.0
16.663144010522593,23.138094656670173,45.22233063263954,4433.440794672428,8791.0
57.880033054252465,28.755076201008386,47.01143523285904,1517.8473776259837,8802.0
50.9411184786537,33.808368117862706,13.558415960521922,157.39584533262962,9063.0
30.58281670188706,26.694804027334353,42.506974622268956,8314.961400008538,9066.0
53.088941290626835,19.055472953461134,12.622896203611674,6859.8752426027995,9111.0
41.38448160457132,16.7577323347063,55.665521241639425,9010.190744479378,9121.0
32.26776170614389,53.95942333543398,56.72821022891505,9118.636167117327,9172.0
18.537315307802032,15.893256232571698,16.741181036504006,7903.888556872835,9214.0
49.00122111634639,46.52106439949583,31.095989169791814,7223.238828127383,9243.0
38.12923978635489,31.09486031989788,28.684221836586122,8386.406802588124,9439.0
40.463703318524736,54.971769164867986,35.06189086784342,2268.0764205401238,9483.0
37.75065612105493,37.996905650281796,16.20680215701907,7707.308707904033,9547.0
17.33774719966187,17.90760403878899,32.45689944628328,4703.525117151403,9638.0
53.8348424775884,43.1019831307934,48.56823223269609,4307.89251381276,9688.0
42.356220903308355,28.248282917740323,44.49051126525028,7239.807565428623,9706.0
32.16396284806787,42.72979392002636,16.28843701217324,3129.1062647527856,9733.0
36.5719384557687,45.35948083700621,46.59947730872276,6490.987398457701,9775.0
41.94722454027297,45.394722455873044,52.41770534127964,5993.355096995998,9784.0
14.118569088673729,20.563472625036177,39.722394425454084,7296.617752040283,9790.0
46.8145580151258,10.619303340639672,27.143806861289786,204.7213182344554,9900.0
47.24014871058679,54.107110211584526,19.40274571460525,1896.5642155619023,9948.0
32.17857622171954,23.08793970334886,44.752212978133,7937.649295843544,9964.0
28.394337524996985,14.960472403556587,47.163695658816785,7112.735183334526,10000.0
